total_position_B_60,total_position_A_60,total_xp_B_60,total_xp_A_60,total_level_B_60,total_level_A_60,total_goldEarned_B_60,total_goldEarned_A_60,total_minionsKilled_B_60,total_minionsKilled_A_60,CHAMPION_KILL_B_60,CHAMPION_KILL_A_60,WARD_PLACED_B_60,WARD_PLACED_A_60,WARD_KILL_B_60,WARD_KILL_A_60,BUILDING_KILL_B_60,BUILDING_KILL_A_60,ELITE_MONSTER_KILL_B_60,ELITE_MONSTER_KILL_A_60,ITEM_PURCHASED_B_60,ITEM_PURCHASED_A_60,ITEM_SOLD_B_60,ITEM_SOLD_A_60,ITEM_DESTROYED_B_60,ITEM_DESTROYED_A_60,ITEM_UNDO_B_60,ITEM_UNDO_A_60,SKILL_LEVEL_UP_B_60,SKILL_LEVEL_UP_A_60,win,gameDuration,gameDuration_targetlabel
,,90806.0,81222.0,85.0,82.0,74089.0,65652.0,834.0,744.0,52.0,46.0,160.0,63.0,16.0,31.0,9.0,2.0,6.0,1.0,118.0,131.0,7.0,6.0,67.0,70.0,2.0,2.0,87.0,82.0,False,36.0,2
,,106568.0,99240.0,89.0,87.0,85889.0,78090.0,1045.0,853.0,47.0,51.0,87.0,100.0,13.0,15.0,8.0,5.0,7.0,4.0,125.0,133.0,9.0,20.0,83.0,62.0,6.0,14.0,89.0,87.0,False,43.0,2
,,76973.0,81602.0,80.0,82.0,66350.0,63992.0,878.0,945.0,30.0,28.0,88.0,390.0,10.0,15.0,8.0,1.0,4.0,2.0,109.0,95.0,5.0,5.0,54.0,48.0,2.0,2.0,82.0,82.0,False,40.0,2
,,74129.0,89461.0,77.0,84.0,58124.0,67582.0,969.0,902.0,19.0,38.0,120.0,260.0,13.0,18.0,3.0,9.0,4.0,5.0,105.0,100.0,2.0,6.0,53.0,50.0,4.0,1.0,77.0,84.0,True,36.0,2
,,47813.0,58540.0,62.0,68.0,45146.0,54217.0,528.0,618.0,23.0,32.0,128.0,58.0,7.0,8.0,1.0,10.0,1.0,6.0,88.0,84.0,4.0,2.0,48.0,43.0,6.0,2.0,64.0,68.0,True,27.0,1
,,70879.0,80071.0,76.0,81.0,58256.0,66327.0,763.0,702.0,32.0,53.0,54.0,47.0,13.0,3.0,2.0,10.0,2.0,5.0,102.0,102.0,10.0,4.0,48.0,55.0,4.0,7.0,75.0,84.0,True,33.0,2
,,76650.0,68178.0,80.0,74.0,63865.0,54348.0,821.0,609.0,30.0,34.0,64.0,58.0,8.0,3.0,10.0,1.0,8.0,0.0,114.0,100.0,6.0,4.0,60.0,61.0,21.0,3.0,80.0,65.0,False,34.0,2
,,39656.0,46989.0,55.0,61.0,33556.0,44096.0,484.0,534.0,10.0,30.0,47.0,47.0,11.0,12.0,1.0,7.0,0.0,4.0,83.0,76.0,2.0,0.0,48.0,43.0,1.0,1.0,54.0,61.0,True,23.0,1
,,88033.0,93998.0,85.0,85.0,64583.0,73641.0,826.0,912.0,34.0,46.0,201.0,51.0,6.0,17.0,0.0,12.0,1.0,7.0,106.0,98.0,5.0,6.0,58.0,45.0,4.0,5.0,83.0,85.0,True,36.0,2
116363.0,135688.0,57613.0,68708.0,68.0,74.0,46017.0,59657.0,602.0,818.0,19.0,33.0,71.0,96.0,17.0,27.0,2.0,8.0,3.0,4.0,102.0,109.0,4.0,6.0,66.0,59.0,1.0,5.0,68.0,74.0,True,31.0,2
,,47357.0,55446.0,60.0,66.0,37451.0,48755.0,605.0,660.0,14.0,28.0,37.0,301.0,6.0,11.0,1.0,5.0,1.0,4.0,78.0,89.0,3.0,1.0,38.0,60.0,2.0,1.0,61.0,66.0,True,24.0,1
,,61106.0,73289.0,69.0,77.0,53811.0,63094.0,706.0,861.0,26.0,41.0,46.0,41.0,5.0,6.0,3.0,8.0,3.0,3.0,88.0,85.0,5.0,2.0,45.0,39.0,1.0,2.0,69.0,79.0,True,31.0,2
,,42653.0,50641.0,57.0,63.0,35019.0,51416.0,449.0,579.0,17.0,43.0,122.0,34.0,2.0,4.0,0.0,8.0,0.0,4.0,77.0,90.0,3.0,0.0,38.0,54.0,0.0,1.0,57.0,62.0,True,23.0,1
,,42740.0,53167.0,57.0,65.0,35301.0,50810.0,405.0,573.0,15.0,30.0,31.0,43.0,7.0,5.0,0.0,11.0,0.0,6.0,71.0,79.0,1.0,2.0,36.0,48.0,8.0,4.0,57.0,65.0,True,25.0,1
68817.0,22922.0,71429.0,61934.0,76.0,70.0,63856.0,49370.0,783.0,645.0,43.0,21.0,65.0,53.0,19.0,14.0,12.0,1.0,6.0,1.0,110.0,103.0,3.0,5.0,64.0,53.0,6.0,3.0,77.0,69.0,False,30.0,2
24131.0,52284.0,84948.0,88127.0,84.0,86.0,73119.0,69469.0,864.0,853.0,46.0,39.0,68.0,57.0,14.0,15.0,8.0,1.0,4.0,4.0,96.0,117.0,6.0,5.0,48.0,58.0,3.0,6.0,82.0,86.0,False,40.0,2
122175.0,119820.0,58302.0,65912.0,68.0,73.0,49452.0,56689.0,728.0,766.0,24.0,29.0,82.0,49.0,8.0,18.0,2.0,6.0,2.0,5.0,105.0,106.0,6.0,5.0,71.0,53.0,3.0,3.0,68.0,73.0,True,29.0,1
,,58814.0,69888.0,68.0,76.0,51032.0,59177.0,658.0,732.0,28.0,39.0,43.0,72.0,8.0,8.0,2.0,8.0,2.0,5.0,94.0,89.0,3.0,3.0,68.0,46.0,4.0,0.0,68.0,73.0,True,30.0,2
,,61467.0,71681.0,70.0,76.0,53165.0,60552.0,666.0,596.0,30.0,42.0,69.0,66.0,9.0,19.0,2.0,8.0,5.0,2.0,99.0,105.0,5.0,6.0,64.0,56.0,3.0,6.0,70.0,76.0,True,32.0,2
,,60737.0,73721.0,70.0,78.0,52638.0,64609.0,707.0,690.0,24.0,53.0,63.0,48.0,11.0,20.0,1.0,9.0,2.0,4.0,119.0,103.0,12.0,6.0,62.0,60.0,5.0,2.0,71.0,78.0,True,31.0,2
,,70492.0,74878.0,75.0,78.0,58435.0,63127.0,736.0,729.0,31.0,35.0,44.0,72.0,8.0,9.0,3.0,9.0,4.0,4.0,102.0,103.0,6.0,2.0,63.0,51.0,2.0,5.0,75.0,78.0,True,32.0,2
,,51886.0,61581.0,63.0,69.0,44952.0,53087.0,637.0,644.0,25.0,35.0,37.0,48.0,12.0,9.0,1.0,7.0,1.0,4.0,94.0,87.0,2.0,3.0,50.0,51.0,0.0,1.0,63.0,70.0,True,27.0,1
,,85800.0,79299.0,84.0,80.0,70040.0,57238.0,872.0,709.0,51.0,32.0,62.0,57.0,2.0,6.0,13.0,0.0,7.0,1.0,92.0,95.0,5.0,1.0,54.0,49.0,5.0,1.0,83.0,80.0,False,35.0,2
,,64364.0,77287.0,72.0,79.0,55894.0,63312.0,662.0,698.0,34.0,39.0,107.0,60.0,7.0,13.0,4.0,7.0,4.0,4.0,85.0,97.0,3.0,4.0,47.0,53.0,4.0,4.0,72.0,79.0,True,34.0,2
,,89797.0,77498.0,86.0,80.0,74966.0,67705.0,850.0,890.0,53.0,31.0,69.0,76.0,22.0,21.0,7.0,6.0,5.0,4.0,115.0,111.0,8.0,18.0,65.0,69.0,2.0,6.0,86.0,79.0,False,39.0,2
44383.0,58267.0,71082.0,59973.0,75.0,69.0,61960.0,54176.0,695.0,672.0,38.0,31.0,112.0,55.0,12.0,20.0,5.0,5.0,5.0,1.0,92.0,99.0,3.0,2.0,57.0,53.0,4.0,6.0,75.0,69.0,False,31.0,2
,,58761.0,68618.0,68.0,75.0,43582.0,56310.0,639.0,788.0,18.0,36.0,39.0,63.0,6.0,6.0,1.0,9.0,0.0,3.0,86.0,83.0,6.0,7.0,56.0,38.0,1.0,0.0,69.0,74.0,True,29.0,1
,,90988.0,78610.0,85.0,80.0,70618.0,64427.0,891.0,926.0,38.0,29.0,251.0,64.0,12.0,12.0,7.0,3.0,6.0,3.0,108.0,108.0,9.0,6.0,58.0,56.0,5.0,5.0,85.0,80.0,False,38.0,2
,,32458.0,45103.0,49.0,58.0,28224.0,41992.0,428.0,558.0,8.0,28.0,26.0,37.0,4.0,11.0,0.0,8.0,0.0,4.0,62.0,69.0,1.0,3.0,38.0,39.0,5.0,0.0,49.0,58.0,True,22.0,1
,,67229.0,82107.0,74.0,79.0,54036.0,68666.0,715.0,820.0,29.0,55.0,42.0,71.0,11.0,15.0,0.0,8.0,0.0,6.0,111.0,111.0,2.0,7.0,65.0,64.0,0.0,2.0,74.0,78.0,True,33.0,2
,,58996.0,51045.0,67.0,63.0,50332.0,41273.0,565.0,604.0,37.0,17.0,45.0,50.0,4.0,3.0,10.0,2.0,4.0,0.0,78.0,69.0,4.0,2.0,46.0,36.0,0.0,1.0,67.0,62.0,False,26.0,1
139334.0,127284.0,42438.0,60297.0,57.0,69.0,37495.0,52900.0,505.0,668.0,13.0,33.0,44.0,43.0,7.0,9.0,1.0,7.0,1.0,4.0,88.0,84.0,1.0,4.0,50.0,47.0,6.0,2.0,59.0,69.0,True,25.0,1
107597.0,110508.0,31579.0,43272.0,48.0,58.0,27626.0,40392.0,396.0,519.0,10.0,33.0,15.0,28.0,6.0,1.0,0.0,6.0,0.0,3.0,57.0,58.0,2.0,2.0,28.0,29.0,4.0,1.0,48.0,58.0,True,19.0,0
,,85811.0,86615.0,85.0,83.0,71918.0,68566.0,892.0,834.0,43.0,41.0,56.0,68.0,26.0,13.0,9.0,4.0,6.0,4.0,112.0,115.0,11.0,8.0,60.0,70.0,3.0,2.0,84.0,83.0,False,38.0,2
,,44078.0,58481.0,59.0,69.0,37167.0,49850.0,491.0,597.0,13.0,39.0,39.0,49.0,7.0,9.0,1.0,6.0,0.0,5.0,83.0,87.0,1.0,5.0,49.0,52.0,0.0,6.0,59.0,68.0,True,25.0,1
,,63714.0,52226.0,72.0,63.0,54512.0,42691.0,751.0,579.0,35.0,20.0,44.0,41.0,12.0,7.0,7.0,0.0,2.0,2.0,94.0,78.0,2.0,5.0,47.0,46.0,1.0,1.0,72.0,63.0,False,28.0,1
,,106672.0,108860.0,88.0,90.0,82036.0,87402.0,1031.0,1130.0,43.0,47.0,82.0,79.0,20.0,33.0,8.0,7.0,4.0,7.0,145.0,134.0,15.0,9.0,82.0,76.0,17.0,8.0,88.0,90.0,False,46.0,2
126441.0,129208.0,51496.0,60710.0,62.0,70.0,45278.0,54211.0,668.0,711.0,15.0,27.0,61.0,72.0,6.0,17.0,2.0,5.0,2.0,4.0,84.0,91.0,4.0,2.0,46.0,46.0,2.0,4.0,62.0,70.0,True,30.0,2
,,85830.0,73515.0,84.0,77.0,68370.0,55971.0,960.0,829.0,35.0,19.0,65.0,66.0,24.0,12.0,11.0,3.0,5.0,3.0,117.0,112.0,3.0,5.0,70.0,64.0,7.0,2.0,84.0,77.0,False,34.0,2
,,35899.0,43390.0,51.0,57.0,31026.0,37058.0,526.0,599.0,8.0,17.0,27.0,106.0,7.0,8.0,2.0,4.0,1.0,3.0,73.0,72.0,7.0,1.0,36.0,41.0,6.0,3.0,51.0,57.0,True,21.0,1
,,77857.0,95871.0,79.0,87.0,64489.0,71988.0,1034.0,912.0,24.0,44.0,124.0,79.0,9.0,19.0,2.0,3.0,0.0,7.0,116.0,105.0,7.0,5.0,59.0,61.0,3.0,1.0,79.0,87.0,True,39.0,2
68803.0,37277.0,84311.0,78448.0,84.0,80.0,73978.0,69088.0,774.0,697.0,53.0,51.0,88.0,62.0,20.0,13.0,8.0,5.0,4.0,4.0,109.0,131.0,8.0,8.0,87.0,69.0,3.0,8.0,84.0,80.0,False,38.0,2
,,54627.0,60648.0,65.0,69.0,43776.0,57360.0,646.0,724.0,21.0,39.0,44.0,40.0,8.0,11.0,0.0,8.0,1.0,5.0,87.0,101.0,8.0,5.0,45.0,54.0,2.0,8.0,65.0,70.0,True,26.0,1
,,62693.0,78399.0,71.0,80.0,56738.0,67548.0,750.0,761.0,26.0,58.0,43.0,131.0,13.0,13.0,5.0,10.0,1.0,5.0,101.0,95.0,8.0,2.0,56.0,49.0,8.0,1.0,74.0,80.0,True,31.0,2
,,49371.0,38085.0,63.0,53.0,46753.0,35150.0,583.0,542.0,30.0,12.0,43.0,50.0,14.0,11.0,7.0,1.0,2.0,2.0,80.0,82.0,1.0,0.0,50.0,48.0,2.0,2.0,62.0,54.0,False,23.0,1
,,54633.0,65384.0,66.0,72.0,44375.0,53346.0,594.0,641.0,22.0,36.0,44.0,47.0,12.0,11.0,5.0,9.0,1.0,5.0,87.0,85.0,8.0,4.0,47.0,53.0,2.0,3.0,66.0,71.0,True,27.0,1
,,74710.0,61813.0,79.0,70.0,63425.0,58471.0,780.0,750.0,35.0,30.0,53.0,60.0,6.0,10.0,5.0,7.0,4.0,2.0,114.0,98.0,5.0,3.0,66.0,56.0,5.0,2.0,78.0,72.0,False,33.0,2
23446.0,46357.0,77931.0,70075.0,80.0,75.0,66320.0,57828.0,772.0,712.0,38.0,28.0,72.0,88.0,27.0,22.0,9.0,1.0,5.0,3.0,118.0,127.0,4.0,8.0,60.0,76.0,4.0,10.0,80.0,75.0,False,37.0,2
,,59546.0,74655.0,68.0,78.0,46128.0,58980.0,596.0,722.0,18.0,49.0,42.0,43.0,8.0,10.0,1.0,7.0,1.0,5.0,86.0,100.0,2.0,1.0,62.0,56.0,1.0,2.0,68.0,80.0,True,30.0,2
,,46728.0,57912.0,61.0,68.0,38776.0,50182.0,473.0,653.0,15.0,32.0,25.0,53.0,9.0,7.0,2.0,5.0,0.0,4.0,77.0,71.0,4.0,0.0,40.0,47.0,2.0,0.0,60.0,68.0,True,24.0,1
,,43417.0,53730.0,58.0,64.0,38378.0,49521.0,498.0,553.0,21.0,39.0,43.0,31.0,5.0,6.0,0.0,9.0,1.0,3.0,91.0,81.0,1.0,2.0,46.0,43.0,8.0,0.0,58.0,63.0,True,23.0,1
35989.0,30351.0,90209.0,81297.0,86.0,82.0,72910.0,65265.0,811.0,694.0,59.0,43.0,36.0,78.0,6.0,8.0,7.0,2.0,7.0,1.0,109.0,111.0,10.0,5.0,61.0,60.0,6.0,3.0,86.0,82.0,False,36.0,2
,,66797.0,78659.0,73.0,80.0,53409.0,67357.0,670.0,768.0,27.0,54.0,47.0,64.0,6.0,11.0,2.0,7.0,3.0,3.0,94.0,93.0,3.0,6.0,47.0,44.0,1.0,2.0,73.0,79.0,True,33.0,2
,,95244.0,75105.0,86.0,79.0,75894.0,63722.0,867.0,774.0,53.0,38.0,71.0,72.0,12.0,18.0,7.0,3.0,4.0,3.0,109.0,102.0,6.0,6.0,56.0,60.0,4.0,3.0,86.0,78.0,False,39.0,2
,,52714.0,42314.0,63.0,57.0,48186.0,37647.0,494.0,466.0,44.0,21.0,52.0,65.0,15.0,3.0,7.0,1.0,3.0,0.0,61.0,76.0,2.0,5.0,42.0,41.0,2.0,1.0,63.0,57.0,False,22.0,1
,,107768.0,112108.0,90.0,89.0,88974.0,89703.0,1037.0,1009.0,53.0,46.0,150.0,90.0,13.0,15.0,4.0,15.0,4.0,7.0,125.0,139.0,12.0,10.0,57.0,82.0,4.0,4.0,90.0,91.0,True,51.0,2
110431.0,110071.0,106915.0,120899.0,89.0,90.0,87971.0,94679.0,1051.0,1111.0,48.0,58.0,497.0,397.0,11.0,29.0,7.0,8.0,6.0,5.0,135.0,132.0,15.0,9.0,78.0,76.0,5.0,3.0,89.0,90.0,True,50.0,2
,,80917.0,96653.0,81.0,89.0,69228.0,75347.0,803.0,836.0,43.0,38.0,87.0,413.0,20.0,23.0,6.0,9.0,6.0,4.0,105.0,112.0,3.0,9.0,59.0,62.0,1.0,5.0,81.0,89.0,True,39.0,2
,,95192.0,90461.0,87.0,85.0,78752.0,80316.0,811.0,1006.0,52.0,53.0,71.0,59.0,12.0,18.0,2.0,10.0,2.0,5.0,112.0,110.0,9.0,12.0,62.0,89.0,5.0,8.0,87.0,85.0,True,39.0,2
,,60578.0,48552.0,68.0,62.0,53923.0,42758.0,548.0,599.0,44.0,17.0,37.0,59.0,0.0,2.0,10.0,0.0,4.0,0.0,84.0,73.0,6.0,1.0,41.0,41.0,2.0,0.0,67.0,62.0,False,27.0,1
,,60472.0,69760.0,70.0,75.0,47747.0,59382.0,590.0,722.0,29.0,40.0,101.0,65.0,5.0,15.0,1.0,5.0,1.0,5.0,94.0,105.0,9.0,7.0,45.0,67.0,5.0,2.0,70.0,75.0,True,29.0,1
,,30019.0,38082.0,47.0,54.0,25747.0,38675.0,330.0,501.0,12.0,31.0,158.0,170.0,4.0,6.0,0.0,5.0,0.0,4.0,52.0,71.0,0.0,1.0,27.0,45.0,1.0,0.0,46.0,54.0,True,17.0,0
,,93837.0,80410.0,85.0,81.0,72726.0,68502.0,887.0,812.0,49.0,39.0,70.0,482.0,12.0,7.0,8.0,8.0,3.0,6.0,108.0,115.0,2.0,5.0,58.0,62.0,2.0,2.0,85.0,81.0,False,38.0,2
,,81109.0,78438.0,81.0,80.0,68096.0,59809.0,770.0,789.0,51.0,38.0,60.0,72.0,20.0,17.0,9.0,0.0,5.0,1.0,112.0,121.0,6.0,7.0,61.0,59.0,8.0,8.0,80.0,83.0,False,35.0,2
,,94093.0,77649.0,88.0,81.0,73335.0,68816.0,880.0,922.0,47.0,33.0,122.0,71.0,13.0,24.0,5.0,6.0,4.0,4.0,113.0,116.0,9.0,12.0,57.0,66.0,2.0,7.0,88.0,81.0,False,41.0,2
,,49008.0,58901.0,61.0,69.0,40759.0,54728.0,519.0,715.0,20.0,39.0,25.0,22.0,6.0,6.0,0.0,7.0,0.0,6.0,75.0,82.0,2.0,3.0,35.0,39.0,4.0,2.0,63.0,67.0,True,24.0,1
,,96738.0,98680.0,88.0,87.0,65420.0,80196.0,368.0,441.0,43.0,54.0,0.0,78.0,2.0,0.0,3.0,1.0,0.0,0.0,82.0,47.0,7.0,6.0,50.0,32.0,0.0,0.0,88.0,78.0,False,48.0,2
,,103169.0,98762.0,90.0,89.0,83849.0,76214.0,917.0,940.0,64.0,45.0,80.0,318.0,23.0,14.0,8.0,2.0,5.0,3.0,115.0,107.0,9.0,15.0,62.0,56.0,15.0,7.0,90.0,89.0,False,39.0,2
,,49505.0,58816.0,61.0,68.0,37645.0,55347.0,273.0,301.0,15.0,44.0,0.0,9.0,0.0,0.0,3.0,8.0,0.0,2.0,71.0,29.0,2.0,3.0,39.0,17.0,0.0,0.0,61.0,53.0,True,31.0,2
,,104809.0,109794.0,90.0,90.0,84932.0,88214.0,957.0,939.0,58.0,67.0,67.0,83.0,9.0,12.0,6.0,9.0,1.0,7.0,150.0,135.0,7.0,6.0,90.0,75.0,11.0,3.0,90.0,90.0,True,42.0,2
,,76945.0,62449.0,80.0,71.0,69585.0,57254.0,677.0,625.0,53.0,36.0,91.0,98.0,21.0,16.0,4.0,3.0,3.0,3.0,100.0,105.0,4.0,6.0,51.0,53.0,4.0,2.0,82.0,70.0,False,32.0,2
,,33252.0,16997.0,49.0,34.0,29028.0,22631.0,249.0,50.0,16.0,3.0,0.0,19.0,2.0,0.0,4.0,0.0,0.0,0.0,28.0,13.0,0.0,0.0,10.0,2.0,0.0,0.0,49.0,34.0,False,20.0,1
,,105371.0,98152.0,89.0,88.0,80607.0,77880.0,1115.0,1052.0,39.0,37.0,120.0,82.0,18.0,9.0,5.0,3.0,6.0,4.0,111.0,122.0,7.0,5.0,60.0,62.0,4.0,4.0,91.0,88.0,False,45.0,2
,,91380.0,75275.0,87.0,79.0,70987.0,59206.0,912.0,690.0,50.0,35.0,58.0,73.0,14.0,11.0,10.0,2.0,3.0,3.0,107.0,121.0,6.0,6.0,46.0,66.0,8.0,4.0,87.0,79.0,False,35.0,2
,,53856.0,56759.0,65.0,67.0,43603.0,49493.0,618.0,668.0,25.0,28.0,34.0,62.0,12.0,10.0,2.0,12.0,2.0,3.0,95.0,77.0,2.0,6.0,53.0,33.0,2.0,8.0,65.0,66.0,True,26.0,1
,,58443.0,67290.0,69.0,74.0,48989.0,59455.0,546.0,681.0,32.0,49.0,48.0,52.0,7.0,11.0,0.0,6.0,1.0,4.0,92.0,86.0,10.0,5.0,48.0,45.0,8.0,8.0,69.0,74.0,True,30.0,2
40059.0,12229.0,68597.0,63294.0,75.0,72.0,59052.0,50094.0,725.0,600.0,37.0,32.0,57.0,289.0,6.0,7.0,9.0,1.0,1.0,3.0,100.0,87.0,4.0,4.0,61.0,47.0,4.0,2.0,75.0,72.0,False,31.0,2
,,46259.0,56197.0,59.0,67.0,38370.0,49915.0,587.0,629.0,13.0,27.0,36.0,57.0,9.0,6.0,2.0,9.0,1.0,6.0,74.0,80.0,3.0,2.0,35.0,38.0,2.0,0.0,59.0,70.0,True,25.0,1
,,41921.0,59214.0,58.0,69.0,36608.0,52734.0,580.0,634.0,10.0,41.0,41.0,431.0,9.0,15.0,1.0,9.0,2.0,3.0,84.0,94.0,2.0,4.0,45.0,52.0,4.0,4.0,58.0,68.0,True,27.0,1
,,84158.0,92576.0,84.0,85.0,73015.0,69946.0,870.0,857.0,46.0,46.0,84.0,99.0,14.0,19.0,9.0,2.0,4.0,3.0,123.0,138.0,9.0,4.0,75.0,103.0,8.0,7.0,84.0,85.0,False,38.0,2
,,84301.0,69441.0,83.0,74.0,75138.0,58370.0,779.0,657.0,55.0,33.0,62.0,199.0,11.0,12.0,9.0,4.0,5.0,1.0,114.0,103.0,4.0,6.0,73.0,51.0,6.0,5.0,85.0,74.0,False,34.0,2
123906.0,114428.0,40482.0,53154.0,56.0,65.0,35276.0,50517.0,424.0,552.0,15.0,37.0,56.0,43.0,7.0,14.0,0.0,10.0,0.0,2.0,93.0,76.0,1.0,3.0,48.0,39.0,3.0,0.0,56.0,65.0,True,24.0,1
,,53903.0,70051.0,66.0,75.0,46956.0,62450.0,534.0,639.0,24.0,54.0,36.0,167.0,5.0,10.0,0.0,5.0,1.0,6.0,95.0,108.0,5.0,3.0,50.0,55.0,2.0,0.0,66.0,75.0,True,29.0,1
,,79238.0,63018.0,80.0,70.0,65938.0,55774.0,697.0,746.0,51.0,32.0,36.0,56.0,10.0,7.0,9.0,0.0,5.0,2.0,105.0,103.0,7.0,8.0,48.0,47.0,8.0,6.0,80.0,70.0,False,32.0,2
,,53771.0,62458.0,64.0,71.0,49404.0,55515.0,656.0,602.0,26.0,38.0,35.0,51.0,6.0,10.0,1.0,12.0,2.0,3.0,98.0,87.0,6.0,3.0,52.0,47.0,2.0,3.0,64.0,71.0,True,28.0,1
18089.0,13774.0,56302.0,48524.0,66.0,61.0,50300.0,40158.0,630.0,499.0,32.0,22.0,28.0,43.0,10.0,3.0,9.0,0.0,3.0,2.0,80.0,89.0,2.0,2.0,48.0,53.0,3.0,5.0,66.0,63.0,False,25.0,1
,,72115.0,78596.0,77.0,80.0,64581.0,65800.0,790.0,703.0,43.0,39.0,62.0,73.0,13.0,4.0,5.0,6.0,2.0,5.0,102.0,99.0,6.0,3.0,46.0,56.0,1.0,3.0,78.0,80.0,True,35.0,2
,,59998.0,43531.0,69.0,58.0,52505.0,38881.0,693.0,612.0,35.0,14.0,42.0,41.0,10.0,9.0,9.0,0.0,5.0,0.0,101.0,81.0,6.0,5.0,49.0,41.0,4.0,5.0,69.0,58.0,False,25.0,1
,,78349.0,75202.0,79.0,79.0,66326.0,58764.0,900.0,726.0,34.0,35.0,75.0,63.0,4.0,11.0,12.0,1.0,4.0,1.0,126.0,99.0,8.0,5.0,74.0,58.0,5.0,1.0,79.0,78.0,False,35.0,2
,,83581.0,73004.0,83.0,77.0,68391.0,62501.0,811.0,824.0,44.0,34.0,84.0,62.0,14.0,21.0,8.0,0.0,6.0,2.0,108.0,110.0,9.0,9.0,99.0,63.0,3.0,7.0,83.0,77.0,False,35.0,2
,,65151.0,70911.0,73.0,77.0,53952.0,62867.0,771.0,806.0,23.0,38.0,113.0,102.0,10.0,4.0,2.0,8.0,2.0,4.0,104.0,95.0,5.0,6.0,51.0,49.0,4.0,1.0,73.0,77.0,True,33.0,2
105545.0,122635.0,85872.0,90020.0,83.0,86.0,68732.0,75014.0,895.0,982.0,33.0,36.0,78.0,105.0,38.0,26.0,3.0,8.0,3.0,7.0,125.0,124.0,5.0,5.0,79.0,98.0,3.0,3.0,83.0,86.0,True,40.0,2
,,84302.0,75149.0,83.0,78.0,69139.0,58794.0,907.0,777.0,48.0,29.0,68.0,51.0,15.0,15.0,8.0,3.0,5.0,3.0,101.0,115.0,6.0,4.0,57.0,71.0,2.0,6.0,83.0,78.0,False,34.0,2
61230.0,58471.0,83512.0,72180.0,81.0,77.0,67223.0,61025.0,708.0,733.0,50.0,38.0,141.0,117.0,17.0,10.0,5.0,1.0,4.0,3.0,113.0,114.0,5.0,11.0,65.0,59.0,3.0,7.0,81.0,77.0,False,36.0,2
,,28915.0,42448.0,46.0,56.0,24040.0,45451.0,123.0,336.0,9.0,50.0,0.0,13.0,1.0,0.0,1.0,4.0,0.0,0.0,54.0,24.0,0.0,2.0,29.0,8.0,0.0,0.0,46.0,56.0,True,22.0,1
,,59123.0,69287.0,69.0,75.0,55574.0,57263.0,664.0,607.0,36.0,38.0,42.0,52.0,11.0,7.0,5.0,7.0,1.0,3.0,82.0,102.0,4.0,2.0,51.0,60.0,0.0,3.0,69.0,73.0,True,29.0,1
,,38720.0,53653.0,53.0,65.0,33664.0,49884.0,509.0,622.0,12.0,40.0,33.0,51.0,7.0,10.0,0.0,9.0,0.0,5.0,71.0,68.0,2.0,3.0,34.0,43.0,2.0,3.0,53.0,65.0,True,23.0,1
,,49495.0,64163.0,62.0,72.0,40124.0,53730.0,614.0,664.0,18.0,33.0,135.0,37.0,8.0,9.0,0.0,6.0,1.0,5.0,83.0,86.0,2.0,4.0,42.0,38.0,1.0,6.0,62.0,72.0,True,26.0,1
,,79462.0,73427.0,81.0,78.0,66615.0,65372.0,786.0,853.0,35.0,31.0,62.0,83.0,26.0,19.0,4.0,8.0,5.0,4.0,119.0,99.0,5.0,3.0,59.0,54.0,2.0,4.0,80.0,77.0,True,37.0,2
,,37477.0,48126.0,53.0,61.0,34114.0,47352.0,457.0,549.0,16.0,37.0,44.0,33.0,3.0,4.0,0.0,6.0,0.0,5.0,71.0,81.0,0.0,0.0,26.0,52.0,4.0,2.0,52.0,60.0,True,22.0,1
,,42677.0,54901.0,56.0,66.0,36094.0,48051.0,468.0,547.0,16.0,40.0,40.0,36.0,3.0,7.0,0.0,7.0,0.0,4.0,75.0,80.0,1.0,7.0,47.0,41.0,0.0,8.0,56.0,66.0,True,22.0,1
,,90590.0,80839.0,87.0,81.0,77482.0,69967.0,878.0,844.0,53.0,47.0,104.0,57.0,10.0,17.0,12.0,3.0,5.0,4.0,123.0,115.0,7.0,7.0,73.0,59.0,1.0,2.0,87.0,81.0,False,37.0,2
,,73912.0,69379.0,77.0,75.0,62817.0,55762.0,616.0,558.0,46.0,36.0,51.0,59.0,8.0,9.0,10.0,4.0,6.0,3.0,104.0,102.0,8.0,2.0,63.0,54.0,6.0,1.0,77.0,75.0,False,32.0,2
,,67696.0,70859.0,74.0,75.0,55840.0,60993.0,691.0,704.0,29.0,34.0,76.0,69.0,7.0,14.0,0.0,11.0,2.0,5.0,102.0,95.0,4.0,3.0,59.0,57.0,0.0,4.0,73.0,75.0,True,34.0,2
,,53857.0,60016.0,64.0,68.0,44696.0,56293.0,614.0,681.0,20.0,40.0,35.0,43.0,3.0,5.0,0.0,12.0,0.0,6.0,96.0,83.0,3.0,5.0,51.0,40.0,2.0,7.0,65.0,68.0,True,26.0,1
,,42375.0,55746.0,58.0,66.0,35435.0,51063.0,399.0,556.0,19.0,42.0,29.0,24.0,3.0,3.0,1.0,8.0,0.0,5.0,73.0,65.0,5.0,1.0,34.0,41.0,2.0,1.0,58.0,66.0,True,23.0,1
