total_position_B_60,total_position_A_60,total_xp_B_60,total_xp_A_60,total_level_B_60,total_level_A_60,total_goldEarned_B_60,total_goldEarned_A_60,total_minionsKilled_B_60,total_minionsKilled_A_60,CHAMPION_KILL_B_60,CHAMPION_KILL_A_60,WARD_PLACED_B_60,WARD_PLACED_A_60,WARD_KILL_B_60,WARD_KILL_A_60,BUILDING_KILL_B_60,BUILDING_KILL_A_60,ELITE_MONSTER_KILL_B_60,ELITE_MONSTER_KILL_A_60,ITEM_PURCHASED_B_60,ITEM_PURCHASED_A_60,ITEM_SOLD_B_60,ITEM_SOLD_A_60,ITEM_DESTROYED_B_60,ITEM_DESTROYED_A_60,ITEM_UNDO_B_60,ITEM_UNDO_A_60,SKILL_LEVEL_UP_B_60,SKILL_LEVEL_UP_A_60,win,gameDuration,gameDuration_targetlabel
,,52576.0,63533.0,65.0,72.0,42352.0,53493.0,653.0,718.0,16.0,25.0,43.0,135.0,7.0,10.0,2.0,10.0,1.0,5.0,86.0,76.0,4.0,4.0,55.0,38.0,1.0,2.0,64.0,71.0,True,28.0,1
,,100967.0,86339.0,89.0,83.0,83065.0,75415.0,784.0,832.0,61.0,46.0,134.0,63.0,6.0,11.0,7.0,5.0,9.0,1.0,115.0,105.0,6.0,8.0,66.0,49.0,2.0,8.0,88.0,83.0,False,41.0,2
,,65566.0,53212.0,72.0,65.0,53590.0,41950.0,702.0,617.0,37.0,14.0,50.0,97.0,12.0,8.0,9.0,0.0,4.0,1.0,82.0,80.0,3.0,2.0,44.0,43.0,1.0,2.0,70.0,65.0,False,28.0,1
,,51790.0,60678.0,63.0,70.0,45922.0,53481.0,672.0,667.0,20.0,35.0,42.0,83.0,9.0,10.0,0.0,5.0,0.0,4.0,100.0,88.0,1.0,7.0,50.0,46.0,4.0,4.0,64.0,70.0,True,27.0,1
,,83977.0,75029.0,83.0,78.0,69262.0,61851.0,848.0,840.0,48.0,28.0,83.0,61.0,18.0,19.0,7.0,1.0,4.0,3.0,121.0,99.0,6.0,8.0,73.0,48.0,9.0,3.0,83.0,78.0,False,36.0,2
,,67594.0,74502.0,74.0,79.0,55074.0,62742.0,726.0,673.0,28.0,39.0,48.0,46.0,4.0,3.0,3.0,10.0,3.0,4.0,91.0,101.0,4.0,7.0,42.0,45.0,2.0,9.0,74.0,77.0,True,34.0,2
,,61243.0,67934.0,70.0,73.0,49925.0,56846.0,675.0,784.0,27.0,31.0,73.0,42.0,14.0,10.0,2.0,8.0,0.0,4.0,98.0,102.0,2.0,5.0,55.0,51.0,4.0,6.0,70.0,73.0,True,29.0,1
,,111352.0,104044.0,90.0,89.0,86996.0,86767.0,884.0,849.0,59.0,62.0,224.0,719.0,42.0,17.0,3.0,12.0,3.0,8.0,132.0,126.0,9.0,8.0,77.0,69.0,3.0,12.0,90.0,89.0,True,43.0,2
,,47434.0,32042.0,61.0,49.0,48745.0,29599.0,547.0,360.0,38.0,16.0,33.0,24.0,3.0,5.0,12.0,1.0,3.0,0.0,80.0,58.0,0.0,5.0,45.0,28.0,4.0,0.0,61.0,49.0,False,19.0,0
107397.0,114884.0,53628.0,65151.0,64.0,73.0,45283.0,55775.0,526.0,621.0,22.0,44.0,54.0,51.0,7.0,12.0,1.0,7.0,1.0,4.0,86.0,80.0,3.0,4.0,41.0,41.0,2.0,5.0,64.0,73.0,True,28.0,1
,,64167.0,69359.0,71.0,76.0,56915.0,63062.0,682.0,768.0,32.0,53.0,60.0,53.0,11.0,11.0,3.0,6.0,1.0,3.0,101.0,108.0,9.0,5.0,47.0,66.0,2.0,4.0,71.0,78.0,True,30.0,2
,,84641.0,65367.0,84.0,72.0,66820.0,52948.0,747.0,746.0,51.0,21.0,374.0,53.0,16.0,8.0,12.0,0.0,8.0,0.0,105.0,108.0,6.0,3.0,59.0,60.0,4.0,2.0,84.0,72.0,False,32.0,2
,,106460.0,98884.0,89.0,90.0,80957.0,81171.0,786.0,892.0,64.0,55.0,57.0,81.0,17.0,6.0,6.0,8.0,6.0,2.0,110.0,122.0,5.0,9.0,58.0,60.0,3.0,2.0,89.0,92.0,False,43.0,2
,,51579.0,63252.0,63.0,71.0,43608.0,56653.0,516.0,556.0,26.0,43.0,36.0,80.0,11.0,6.0,1.0,8.0,2.0,3.0,82.0,88.0,3.0,1.0,41.0,40.0,5.0,4.0,63.0,71.0,True,27.0,1
,,93740.0,74069.0,87.0,78.0,73247.0,66092.0,969.0,971.0,38.0,29.0,76.0,103.0,33.0,25.0,4.0,6.0,6.0,4.0,131.0,100.0,6.0,6.0,69.0,51.0,2.0,1.0,87.0,78.0,False,38.0,2
,,82258.0,99752.0,82.0,87.0,65979.0,79635.0,765.0,983.0,34.0,43.0,97.0,83.0,20.0,17.0,3.0,7.0,2.0,7.0,120.0,140.0,4.0,13.0,68.0,77.0,2.0,4.0,81.0,87.0,True,39.0,2
,,56032.0,40553.0,67.0,55.0,49274.0,33670.0,627.0,549.0,30.0,10.0,44.0,44.0,9.0,13.0,6.0,0.0,5.0,2.0,76.0,80.0,3.0,1.0,65.0,45.0,3.0,3.0,66.0,55.0,False,24.0,1
,,47453.0,54047.0,62.0,65.0,38859.0,49185.0,579.0,642.0,15.0,32.0,42.0,48.0,7.0,9.0,0.0,8.0,2.0,3.0,80.0,83.0,3.0,3.0,41.0,51.0,1.0,3.0,61.0,65.0,True,26.0,1
70180.0,35472.0,45830.0,34913.0,59.0,52.0,45109.0,29668.0,501.0,392.0,33.0,14.0,26.0,28.0,5.0,4.0,10.0,0.0,3.0,0.0,72.0,62.0,5.0,3.0,33.0,37.0,5.0,1.0,58.0,52.0,False,20.0,1
,,67545.0,54412.0,73.0,66.0,60222.0,47786.0,664.0,563.0,49.0,24.0,70.0,42.0,13.0,8.0,10.0,2.0,4.0,1.0,95.0,94.0,2.0,5.0,52.0,61.0,5.0,4.0,72.0,67.0,False,28.0,1
,,65547.0,74086.0,71.0,78.0,56212.0,61892.0,700.0,647.0,34.0,52.0,45.0,54.0,3.0,5.0,4.0,5.0,1.0,4.0,106.0,103.0,4.0,7.0,56.0,54.0,1.0,2.0,71.0,78.0,True,32.0,2
,,77698.0,85807.0,79.0,84.0,65308.0,69317.0,684.0,743.0,46.0,46.0,112.0,66.0,7.0,2.0,8.0,8.0,5.0,3.0,99.0,101.0,8.0,6.0,49.0,83.0,5.0,4.0,79.0,84.0,True,34.0,2
,,85285.0,73788.0,83.0,78.0,74263.0,64827.0,852.0,801.0,44.0,35.0,65.0,60.0,9.0,13.0,11.0,5.0,6.0,3.0,119.0,105.0,5.0,4.0,61.0,60.0,1.0,5.0,83.0,78.0,False,36.0,2
,,77212.0,69781.0,81.0,74.0,66017.0,56787.0,805.0,724.0,43.0,31.0,31.0,117.0,27.0,3.0,8.0,1.0,4.0,3.0,100.0,110.0,8.0,7.0,47.0,51.0,0.0,10.0,79.0,74.0,False,33.0,2
,,27443.0,38710.0,45.0,53.0,21766.0,37850.0,374.0,482.0,3.0,26.0,30.0,27.0,1.0,9.0,0.0,6.0,0.0,4.0,54.0,50.0,0.0,2.0,30.0,25.0,0.0,4.0,45.0,52.0,True,17.0,0
,,60082.0,63008.0,69.0,70.0,48734.0,57883.0,570.0,629.0,30.0,37.0,47.0,56.0,7.0,14.0,2.0,6.0,2.0,4.0,84.0,104.0,6.0,2.0,40.0,61.0,5.0,8.0,69.0,70.0,True,28.0,1
,,75841.0,82965.0,77.0,81.0,62032.0,69211.0,831.0,838.0,29.0,43.0,213.0,65.0,14.0,12.0,1.0,8.0,2.0,5.0,120.0,93.0,9.0,6.0,66.0,52.0,2.0,1.0,79.0,80.0,True,36.0,2
,,59472.0,44166.0,69.0,58.0,49656.0,37763.0,564.0,615.0,28.0,11.0,51.0,39.0,8.0,5.0,7.0,1.0,5.0,2.0,72.0,83.0,0.0,5.0,39.0,44.0,1.0,1.0,67.0,57.0,False,27.0,1
,,31707.0,41295.0,47.0,56.0,27880.0,42411.0,323.0,500.0,12.0,35.0,44.0,47.0,2.0,5.0,0.0,4.0,1.0,2.0,56.0,68.0,3.0,2.0,32.0,33.0,2.0,4.0,47.0,56.0,True,20.0,1
,,81808.0,90107.0,81.0,86.0,66603.0,73675.0,861.0,1042.0,37.0,30.0,199.0,63.0,9.0,14.0,5.0,1.0,3.0,5.0,112.0,112.0,2.0,6.0,70.0,56.0,4.0,3.0,81.0,88.0,True,41.0,2
19487.0,31820.0,66928.0,55878.0,73.0,67.0,57707.0,46044.0,695.0,643.0,38.0,20.0,57.0,43.0,13.0,13.0,9.0,0.0,3.0,1.0,104.0,93.0,6.0,3.0,58.0,56.0,3.0,2.0,73.0,67.0,False,29.0,1
45258.0,33500.0,94497.0,81015.0,87.0,82.0,75741.0,67647.0,992.0,915.0,45.0,32.0,70.0,63.0,26.0,21.0,10.0,4.0,6.0,4.0,115.0,113.0,7.0,6.0,65.0,74.0,3.0,3.0,90.0,82.0,False,36.0,2
,,66471.0,52802.0,73.0,65.0,61359.0,46951.0,724.0,686.0,42.0,22.0,47.0,119.0,17.0,19.0,4.0,0.0,5.0,0.0,104.0,106.0,1.0,5.0,62.0,57.0,5.0,5.0,73.0,65.0,False,28.0,1
,,82093.0,73042.0,82.0,77.0,66727.0,66040.0,809.0,734.0,44.0,45.0,66.0,61.0,10.0,16.0,6.0,6.0,4.0,3.0,122.0,100.0,9.0,7.0,55.0,55.0,6.0,3.0,81.0,80.0,False,34.0,2
,,75096.0,78415.0,78.0,80.0,58737.0,62257.0,674.0,809.0,31.0,31.0,54.0,55.0,9.0,11.0,3.0,6.0,2.0,4.0,111.0,101.0,4.0,4.0,56.0,55.0,8.0,8.0,78.0,80.0,True,37.0,2
,,39409.0,51514.0,55.0,63.0,33676.0,46883.0,431.0,588.0,14.0,35.0,37.0,23.0,2.0,10.0,0.0,7.0,0.0,5.0,68.0,80.0,2.0,4.0,37.0,53.0,2.0,1.0,55.0,63.0,True,23.0,1
,,67324.0,77580.0,74.0,80.0,52558.0,62951.0,832.0,924.0,19.0,31.0,161.0,52.0,20.0,53.0,1.0,8.0,1.0,6.0,110.0,100.0,8.0,4.0,67.0,53.0,1.0,12.0,74.0,80.0,True,34.0,2
,,78026.0,77984.0,80.0,80.0,60600.0,63857.0,670.0,819.0,37.0,39.0,49.0,158.0,58.0,15.0,2.0,8.0,2.0,4.0,109.0,99.0,5.0,4.0,59.0,40.0,0.0,5.0,80.0,80.0,True,36.0,2
,,59362.0,66139.0,69.0,73.0,54679.0,61927.0,579.0,598.0,33.0,61.0,61.0,46.0,11.0,9.0,2.0,7.0,0.0,6.0,114.0,100.0,4.0,6.0,56.0,63.0,2.0,2.0,69.0,73.0,True,30.0,2
,,94202.0,102065.0,87.0,88.0,74467.0,77583.0,938.0,954.0,44.0,45.0,65.0,108.0,21.0,9.0,5.0,7.0,5.0,5.0,115.0,118.0,13.0,10.0,82.0,63.0,5.0,12.0,87.0,88.0,True,39.0,2
,,77702.0,96776.0,81.0,86.0,62425.0,74996.0,758.0,796.0,37.0,50.0,100.0,90.0,13.0,14.0,1.0,6.0,2.0,7.0,110.0,104.0,6.0,4.0,57.0,58.0,6.0,2.0,81.0,86.0,True,39.0,2
,,57613.0,72763.0,68.0,77.0,52414.0,62711.0,720.0,746.0,22.0,49.0,67.0,345.0,9.0,19.0,4.0,7.0,1.0,4.0,121.0,130.0,9.0,3.0,62.0,77.0,7.0,14.0,67.0,77.0,True,30.0,2
,,88897.0,70243.0,85.0,75.0,72006.0,59760.0,1005.0,869.0,37.0,25.0,67.0,68.0,18.0,23.0,13.0,5.0,7.0,2.0,110.0,111.0,5.0,9.0,57.0,66.0,5.0,7.0,88.0,75.0,False,35.0,2
20876.0,18081.0,66850.0,57799.0,72.0,68.0,56363.0,46131.0,830.0,672.0,30.0,16.0,53.0,63.0,22.0,19.0,10.0,2.0,5.0,1.0,101.0,97.0,7.0,3.0,60.0,43.0,1.0,3.0,72.0,68.0,False,30.0,2
,,53673.0,44921.0,66.0,59.0,47305.0,41100.0,572.0,523.0,43.0,22.0,39.0,40.0,9.0,7.0,6.0,4.0,3.0,2.0,97.0,80.0,3.0,3.0,58.0,50.0,7.0,3.0,66.0,59.0,False,24.0,1
130499.0,133739.0,60910.0,72092.0,70.0,77.0,48496.0,61080.0,718.0,782.0,20.0,45.0,43.0,57.0,6.0,10.0,0.0,8.0,1.0,3.0,92.0,97.0,4.0,6.0,49.0,45.0,3.0,7.0,70.0,76.0,True,31.0,2
,,80224.0,75943.0,81.0,79.0,65391.0,57696.0,821.0,707.0,37.0,38.0,53.0,43.0,4.0,3.0,10.0,1.0,8.0,1.0,106.0,96.0,4.0,4.0,58.0,49.0,5.0,5.0,81.0,79.0,False,32.0,2
,,94845.0,108233.0,85.0,90.0,74497.0,84348.0,938.0,982.0,39.0,65.0,44.0,157.0,11.0,5.0,3.0,10.0,1.0,6.0,107.0,127.0,7.0,12.0,57.0,70.0,2.0,9.0,86.0,89.0,True,41.0,2
,,82196.0,68862.0,81.0,75.0,66243.0,60076.0,741.0,738.0,41.0,32.0,70.0,57.0,15.0,21.0,11.0,5.0,3.0,4.0,118.0,97.0,4.0,5.0,64.0,63.0,0.0,0.0,83.0,78.0,False,36.0,2
,,59570.0,72227.0,69.0,76.0,50551.0,58909.0,800.0,772.0,15.0,30.0,65.0,57.0,23.0,16.0,1.0,9.0,1.0,7.0,99.0,88.0,4.0,1.0,56.0,49.0,0.0,1.0,69.0,76.0,True,31.0,2
,,106683.0,96405.0,88.0,88.0,82596.0,79430.0,966.0,1085.0,50.0,44.0,106.0,206.0,36.0,21.0,11.0,4.0,4.0,4.0,118.0,135.0,3.0,5.0,68.0,82.0,4.0,2.0,88.0,88.0,False,43.0,2
,,73018.0,59783.0,78.0,68.0,58674.0,50968.0,865.0,764.0,22.0,23.0,65.0,66.0,5.0,12.0,8.0,2.0,5.0,1.0,113.0,77.0,6.0,4.0,63.0,43.0,6.0,3.0,76.0,68.0,False,33.0,2
,,37666.0,51514.0,53.0,63.0,29804.0,42783.0,340.0,480.0,9.0,38.0,22.0,22.0,4.0,2.0,0.0,5.0,0.0,4.0,50.0,55.0,0.0,2.0,29.0,26.0,1.0,0.0,53.0,63.0,True,23.0,1
,,75061.0,59676.0,78.0,68.0,64378.0,53140.0,624.0,692.0,50.0,23.0,64.0,60.0,20.0,15.0,11.0,2.0,6.0,1.0,105.0,103.0,4.0,6.0,63.0,53.0,6.0,3.0,77.0,68.0,False,33.0,2
,,80863.0,77300.0,82.0,80.0,68997.0,71677.0,645.0,737.0,55.0,51.0,71.0,57.0,9.0,16.0,2.0,9.0,2.0,6.0,129.0,118.0,10.0,8.0,78.0,57.0,10.0,8.0,82.0,79.0,True,35.0,2
,,99347.0,92282.0,88.0,87.0,79298.0,75791.0,1124.0,1117.0,37.0,40.0,110.0,69.0,15.0,26.0,11.0,3.0,6.0,3.0,108.0,117.0,8.0,7.0,63.0,59.0,6.0,2.0,88.0,87.0,False,39.0,2
,,68662.0,77053.0,74.0,80.0,54176.0,66469.0,708.0,739.0,23.0,45.0,130.0,319.0,24.0,29.0,0.0,11.0,0.0,7.0,96.0,117.0,2.0,6.0,52.0,68.0,0.0,5.0,73.0,80.0,True,35.0,2
,,73918.0,74510.0,78.0,77.0,70459.0,63412.0,732.0,666.0,54.0,37.0,93.0,56.0,16.0,15.0,6.0,2.0,3.0,5.0,123.0,104.0,8.0,5.0,72.0,59.0,3.0,0.0,78.0,77.0,False,34.0,2
,,92591.0,103013.0,87.0,87.0,69739.0,79394.0,903.0,912.0,37.0,63.0,68.0,58.0,5.0,17.0,1.0,9.0,3.0,5.0,108.0,94.0,7.0,6.0,55.0,46.0,7.0,3.0,87.0,87.0,True,39.0,2
,,82662.0,69224.0,81.0,75.0,67092.0,57078.0,819.0,811.0,43.0,23.0,58.0,65.0,15.0,5.0,9.0,2.0,5.0,2.0,101.0,103.0,3.0,8.0,53.0,51.0,4.0,9.0,81.0,75.0,False,34.0,2
22506.0,28976.0,97805.0,81188.0,89.0,82.0,83910.0,71167.0,820.0,828.0,59.0,40.0,153.0,69.0,16.0,19.0,9.0,4.0,8.0,3.0,106.0,116.0,8.0,4.0,57.0,94.0,7.0,1.0,89.0,82.0,False,42.0,2
,,35298.0,44295.0,52.0,58.0,30730.0,40298.0,399.0,532.0,10.0,25.0,26.0,26.0,1.0,5.0,1.0,8.0,0.0,3.0,60.0,63.0,1.0,1.0,25.0,32.0,2.0,2.0,52.0,58.0,True,22.0,1
,,82840.0,81479.0,84.0,82.0,68855.0,67991.0,770.0,805.0,49.0,43.0,51.0,85.0,10.0,8.0,3.0,8.0,4.0,4.0,98.0,113.0,2.0,3.0,54.0,63.0,1.0,3.0,86.0,80.0,True,34.0,2
,,59430.0,71770.0,69.0,77.0,55086.0,65677.0,607.0,711.0,29.0,50.0,49.0,57.0,13.0,13.0,1.0,10.0,1.0,5.0,107.0,101.0,5.0,3.0,63.0,45.0,2.0,1.0,69.0,77.0,True,33.0,2
34522.0,22501.0,73114.0,64396.0,78.0,72.0,62473.0,56267.0,778.0,707.0,38.0,25.0,80.0,62.0,16.0,25.0,7.0,2.0,4.0,2.0,116.0,130.0,8.0,6.0,67.0,69.0,1.0,12.0,77.0,72.0,False,33.0,2
,,58028.0,60355.0,68.0,70.0,50005.0,56165.0,607.0,588.0,32.0,33.0,86.0,55.0,6.0,4.0,2.0,10.0,2.0,4.0,80.0,97.0,2.0,5.0,37.0,61.0,2.0,1.0,66.0,71.0,True,29.0,1
,,71653.0,82997.0,75.0,79.0,58616.0,68345.0,790.0,1061.0,31.0,39.0,56.0,53.0,21.0,20.0,1.0,9.0,2.0,4.0,114.0,106.0,8.0,7.0,67.0,56.0,7.0,1.0,75.0,82.0,True,32.0,2
,,71319.0,61511.0,76.0,70.0,58581.0,48958.0,725.0,633.0,40.0,27.0,54.0,38.0,6.0,2.0,9.0,2.0,4.0,1.0,85.0,90.0,8.0,4.0,38.0,38.0,2.0,2.0,74.0,72.0,False,29.0,1
,,86874.0,69654.0,85.0,74.0,65916.0,61364.0,836.0,757.0,36.0,38.0,55.0,116.0,21.0,5.0,6.0,7.0,6.0,1.0,96.0,107.0,4.0,7.0,50.0,65.0,4.0,5.0,84.0,77.0,False,31.0,2
,,75389.0,71841.0,78.0,76.0,64370.0,59205.0,658.0,748.0,51.0,34.0,58.0,57.0,11.0,13.0,10.0,2.0,4.0,3.0,103.0,118.0,7.0,12.0,62.0,55.0,3.0,12.0,78.0,79.0,False,34.0,2
,,76657.0,74737.0,80.0,79.0,68036.0,62762.0,778.0,766.0,40.0,36.0,62.0,61.0,9.0,11.0,12.0,2.0,6.0,0.0,94.0,92.0,4.0,8.0,50.0,55.0,3.0,3.0,80.0,79.0,False,34.0,2
,,90366.0,105457.0,85.0,90.0,78639.0,85425.0,837.0,948.0,45.0,50.0,108.0,91.0,19.0,14.0,4.0,7.0,5.0,7.0,114.0,124.0,10.0,16.0,60.0,57.0,4.0,12.0,88.0,90.0,True,47.0,2
23249.0,12451.0,54100.0,40577.0,65.0,57.0,47792.0,33753.0,537.0,441.0,37.0,14.0,227.0,18.0,4.0,3.0,10.0,0.0,4.0,1.0,66.0,54.0,2.0,0.0,36.0,30.0,5.0,2.0,64.0,56.0,False,23.0,1
,,61368.0,77628.0,70.0,79.0,49818.0,66219.0,659.0,614.0,19.0,61.0,40.0,63.0,9.0,7.0,0.0,14.0,0.0,8.0,97.0,82.0,5.0,2.0,58.0,50.0,0.0,2.0,70.0,79.0,True,32.0,2
,,37947.0,41308.0,53.0,56.0,31228.0,36397.0,189.0,165.0,14.0,16.0,0.0,26.0,3.0,0.0,6.0,2.0,0.0,0.0,54.0,20.0,0.0,0.0,30.0,8.0,0.0,0.0,53.0,55.0,False,25.0,1
,,71282.0,56205.0,76.0,66.0,56666.0,44345.0,730.0,630.0,33.0,20.0,60.0,43.0,5.0,10.0,9.0,2.0,6.0,0.0,85.0,69.0,2.0,0.0,50.0,34.0,2.0,3.0,74.0,66.0,False,28.0,1
,,68075.0,55610.0,74.0,66.0,57735.0,45617.0,632.0,660.0,41.0,17.0,57.0,68.0,11.0,9.0,9.0,1.0,7.0,0.0,91.0,85.0,5.0,2.0,46.0,46.0,3.0,2.0,77.0,66.0,False,29.0,1
,,65501.0,70522.0,72.0,75.0,53393.0,61721.0,723.0,761.0,27.0,37.0,52.0,112.0,24.0,16.0,2.0,6.0,2.0,3.0,94.0,99.0,7.0,6.0,55.0,56.0,5.0,8.0,73.0,74.0,True,31.0,2
105477.0,104884.0,55453.0,66410.0,67.0,74.0,51139.0,54299.0,601.0,651.0,33.0,32.0,52.0,52.0,2.0,11.0,6.0,6.0,2.0,4.0,103.0,86.0,11.0,2.0,46.0,48.0,5.0,3.0,67.0,74.0,True,29.0,1
,,59077.0,63701.0,68.0,71.0,50196.0,57856.0,588.0,603.0,32.0,48.0,36.0,41.0,4.0,3.0,0.0,13.0,2.0,4.0,100.0,98.0,2.0,8.0,59.0,56.0,2.0,3.0,68.0,71.0,True,28.0,1
,,43726.0,37142.0,59.0,53.0,40381.0,30399.0,500.0,463.0,31.0,10.0,42.0,35.0,6.0,6.0,4.0,1.0,2.0,1.0,72.0,76.0,5.0,1.0,37.0,45.0,5.0,3.0,59.0,52.0,False,21.0,1
,,75388.0,59823.0,79.0,69.0,58818.0,48750.0,667.0,556.0,49.0,28.0,53.0,43.0,3.0,1.0,7.0,1.0,4.0,2.0,98.0,74.0,1.0,1.0,60.0,39.0,4.0,1.0,78.0,70.0,False,31.0,2
,,69822.0,54479.0,76.0,66.0,61357.0,45778.0,700.0,621.0,39.0,21.0,98.0,32.0,3.0,5.0,7.0,1.0,6.0,0.0,109.0,83.0,5.0,5.0,67.0,36.0,3.0,1.0,75.0,68.0,False,30.0,2
,,93376.0,91220.0,87.0,85.0,75421.0,71617.0,812.0,863.0,54.0,38.0,396.0,43.0,7.0,17.0,8.0,0.0,7.0,1.0,128.0,120.0,12.0,8.0,75.0,64.0,8.0,9.0,87.0,86.0,False,40.0,2
,,70270.0,59167.0,76.0,69.0,59422.0,49864.0,765.0,671.0,38.0,27.0,50.0,58.0,18.0,14.0,5.0,1.0,4.0,1.0,107.0,90.0,4.0,5.0,56.0,47.0,6.0,0.0,76.0,69.0,False,31.0,2
,,99818.0,125610.0,89.0,90.0,88065.0,96655.0,948.0,901.0,61.0,75.0,76.0,78.0,11.0,18.0,11.0,7.0,3.0,8.0,127.0,131.0,10.0,8.0,64.0,77.0,6.0,3.0,89.0,90.0,True,47.0,2
48842.0,46601.0,85772.0,74265.0,84.0,78.0,68718.0,58659.0,793.0,783.0,47.0,30.0,525.0,71.0,8.0,11.0,7.0,1.0,7.0,1.0,94.0,114.0,4.0,7.0,51.0,55.0,2.0,3.0,83.0,78.0,False,34.0,2
,,76488.0,83712.0,80.0,83.0,51817.0,73696.0,315.0,395.0,34.0,56.0,0.0,31.0,2.0,0.0,0.0,8.0,0.0,0.0,91.0,37.0,16.0,6.0,54.0,20.0,0.0,0.0,80.0,78.0,True,40.0,2
,,113073.0,131344.0,89.0,90.0,94050.0,104384.0,1097.0,1162.0,51.0,69.0,97.0,123.0,28.0,27.0,7.0,4.0,5.0,6.0,134.0,149.0,11.0,10.0,76.0,85.0,12.0,1.0,89.0,90.0,True,53.0,2
,,47320.0,56166.0,60.0,67.0,39881.0,51740.0,583.0,576.0,15.0,34.0,59.0,136.0,14.0,10.0,1.0,8.0,0.0,5.0,76.0,76.0,3.0,1.0,42.0,36.0,0.0,1.0,60.0,65.0,True,27.0,1
,,44576.0,46189.0,59.0,59.0,40429.0,45596.0,524.0,511.0,24.0,30.0,36.0,68.0,7.0,7.0,2.0,7.0,2.0,2.0,89.0,68.0,2.0,0.0,49.0,36.0,8.0,1.0,59.0,59.0,True,22.0,1
,,52008.0,56121.0,64.0,67.0,41678.0,51023.0,604.0,687.0,15.0,24.0,48.0,72.0,15.0,6.0,0.0,10.0,1.0,4.0,83.0,93.0,3.0,1.0,41.0,56.0,3.0,2.0,64.0,67.0,True,29.0,1
,,91968.0,78280.0,86.0,80.0,73842.0,65513.0,868.0,837.0,46.0,35.0,88.0,95.0,10.0,17.0,5.0,5.0,6.0,3.0,108.0,131.0,7.0,9.0,55.0,68.0,5.0,5.0,86.0,82.0,False,37.0,2
,,68295.0,80349.0,74.0,82.0,53494.0,64176.0,755.0,887.0,24.0,39.0,44.0,50.0,8.0,10.0,1.0,8.0,0.0,7.0,90.0,102.0,3.0,4.0,44.0,58.0,1.0,3.0,76.0,81.0,True,32.0,2
,,76190.0,88054.0,79.0,87.0,67110.0,72718.0,877.0,885.0,42.0,42.0,75.0,77.0,19.0,23.0,4.0,7.0,0.0,7.0,115.0,109.0,10.0,7.0,72.0,53.0,3.0,0.0,79.0,85.0,True,36.0,2
27479.0,25116.0,81587.0,71799.0,82.0,77.0,67617.0,59332.0,794.0,814.0,46.0,31.0,64.0,52.0,9.0,11.0,8.0,4.0,3.0,4.0,116.0,112.0,4.0,2.0,62.0,55.0,4.0,3.0,81.0,77.0,False,33.0,2
,,78506.0,64259.0,80.0,72.0,65282.0,54387.0,699.0,602.0,50.0,31.0,53.0,53.0,8.0,4.0,7.0,2.0,4.0,2.0,95.0,91.0,9.0,3.0,44.0,48.0,5.0,0.0,79.0,72.0,False,32.0,2
124303.0,120508.0,40229.0,54081.0,56.0,65.0,37390.0,49773.0,525.0,574.0,17.0,35.0,228.0,46.0,6.0,11.0,1.0,7.0,0.0,4.0,79.0,77.0,4.0,3.0,41.0,55.0,4.0,0.0,56.0,67.0,True,24.0,1
28548.0,24584.0,63782.0,53775.0,72.0,65.0,55295.0,45251.0,598.0,577.0,40.0,22.0,130.0,57.0,9.0,6.0,8.0,2.0,5.0,2.0,82.0,100.0,3.0,3.0,38.0,61.0,3.0,4.0,72.0,67.0,False,27.0,1
135679.0,134295.0,84907.0,93852.0,84.0,87.0,63441.0,75097.0,667.0,927.0,42.0,55.0,449.0,66.0,10.0,16.0,0.0,8.0,1.0,6.0,111.0,113.0,5.0,11.0,60.0,62.0,6.0,5.0,84.0,90.0,True,38.0,2
131648.0,135490.0,50113.0,66307.0,63.0,73.0,41839.0,56089.0,617.0,666.0,15.0,37.0,42.0,53.0,9.0,8.0,0.0,6.0,2.0,5.0,82.0,94.0,2.0,3.0,44.0,45.0,2.0,5.0,63.0,73.0,True,29.0,1
134754.0,134397.0,47605.0,64015.0,60.0,72.0,39685.0,53960.0,641.0,792.0,13.0,32.0,36.0,39.0,6.0,4.0,1.0,7.0,0.0,7.0,82.0,87.0,1.0,2.0,41.0,48.0,3.0,2.0,60.0,71.0,True,27.0,1
,,78509.0,64996.0,80.0,73.0,64653.0,51637.0,808.0,691.0,45.0,26.0,49.0,271.0,13.0,16.0,12.0,3.0,5.0,2.0,102.0,99.0,5.0,4.0,53.0,60.0,5.0,0.0,80.0,73.0,False,30.0,2
,,91332.0,96775.0,87.0,84.0,66922.0,86423.0,349.0,456.0,51.0,64.0,0.0,31.0,0.0,0.0,4.0,5.0,0.0,0.0,93.0,39.0,17.0,7.0,59.0,20.0,0.0,0.0,87.0,78.0,True,46.0,2
,,66517.0,76995.0,73.0,79.0,59354.0,63764.0,718.0,748.0,36.0,44.0,40.0,68.0,16.0,8.0,8.0,8.0,3.0,6.0,86.0,113.0,4.0,8.0,48.0,69.0,1.0,4.0,73.0,79.0,True,31.0,2
,,58462.0,41850.0,67.0,57.0,47446.0,30764.0,634.0,508.0,26.0,6.0,28.0,33.0,10.0,4.0,12.0,0.0,5.0,0.0,66.0,69.0,5.0,2.0,31.0,37.0,2.0,1.0,67.0,56.0,False,24.0,1
